127.0.0.1 - - [13/Mar/2025:09:17:02 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:11:40 +0900] "GET /jsp_250312/chapter08/removeCookie.jsp HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:11:59 +0900] "GET /jsp_250312/chapter08/setCookie.jsp HTTP/1.1" 200 169
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:12:04 +0900] "GET /jsp_250312/chapter08/getCookie.jsp HTTP/1.1" 200 431
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:12:21 +0900] "GET /jsp_250312/chapter08/removeCookie.jsp HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:12:24 +0900] "GET /jsp_250312/chapter08/getCookie.jsp HTTP/1.1" 200 351
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:16:58 +0900] "GET /jsp_250312/chapter06/request.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:17:00 +0900] "GET /jsp_250312/chapter06/request_process.jsp?id=1&pw=2 HTTP/1.1" 500 2334
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:17:12 +0900] "GET /jsp_250312/chapter06/request.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:17:14 +0900] "GET /jsp_250312/chapter06/request_process.jsp?id=12&pw=34 HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:22:44 +0900] "GET /jsp_250312/chapter06/response.jsp HTTP/1.1" 200 246
0:0:0:0:0:0:0:1 - - [13/Mar/2025:17:22:49 +0900] "GET /jsp_250312/chapter06/response.jsp HTTP/1.1" 200 246
